Date,Product ID,Price ($),Tax ($),Total Price Paid by Client ($),Quantity Ordered,Country
2023-07-16,P1020,180.45,18.04,198.49,74,Japan
2023-07-17,P1001,404.14,40.41,444.55,93,UK
2023-07-17,P1002,20.27,2.03,22.3,91,Germany
2023-07-17,P1003,490.01,49.0,539.01,91,Japan
2023-07-17,P1004,288.95,28.89,317.84,59,Australia
2023-07-17,P1005,389.63,38.96,428.59,70,Australia
2023-07-17,P1006,73.07,7.31,80.38,85,France
2023-07-17,P1007,171.53,17.15,188.68,85,France
2023-07-17,P1008,402.97,40.3,443.27,86,USA
2023-07-17,P1009,381.1,38.11,419.21,83,Japan
2023-07-17,P1010,387.65,38.77,426.42,76,Germany
2023-07-17,P1011,426.89,42.69,469.58,75,USA
2023-07-17,P1012,454.93,45.49,500.42,74,Japan
2023-07-17,P1013,419.83,41.98,461.81,93,USA
2023-07-17,P1014,466.03,46.6,512.63,70,Canada
2023-07-17,P1015,481.6,48.16,529.76,70,Canada
2023-07-17,P1016,320.95,32.09,353.04,92,France
2023-07-17,P1017,118.18,11.82,130.0,55,USA
2023-07-17,P1018,22.47,2.25,24.72,72,France
2023-07-17,P1019,284.49,28.45,312.94,88,USA
2023-07-17,P1020,499.16,49.92,549.08,65,France
2023-07-18,P1001,420.38,42.04,462.42,73,UK
2023-07-18,P1002,182.7,18.27,200.97,93,Germany
2023-07-18,P1003,260.35,26.04,286.39,92,USA
2023-07-18,P1004,438.06,43.81,481.87,86,Germany
2023-07-18,P1005,71.22,7.12,78.34,74,UK
2023-07-18,P1006,125.76,12.58,138.34,93,UK
2023-07-18,P1007,113.55,11.36,124.91,64,Germany
2023-07-18,P1008,461.91,46.19,508.1,62,France
2023-07-18,P1009,373.65,37.37,411.02,84,Germany
2023-07-18,P1010,148.37,14.84,163.21,91,Australia
2023-07-18,P1011,485.25,48.53,533.78,97,USA
2023-07-18,P1012,438.07,43.81,481.88,79,France
2023-07-18,P1013,342.32,34.23,376.55,95,Canada
2023-07-18,P1014,170.35,17.04,187.39,56,France
2023-07-18,P1015,385.53,38.55,424.08,90,Canada
2023-07-18,P1016,252.69,25.27,277.96,82,USA
2023-07-18,P1017,368.9,36.89,405.79,92,Canada
2023-07-18,P1018,332.33,33.23,365.56,85,Germany
2023-07-18,P1019,208.02,20.8,228.82,74,UK
2023-07-18,P1020,355.31,35.53,390.84,67,France
2023-07-19,P1001,444.06,44.41,488.47,96,France
2023-07-19,P1002,243.21,24.32,267.53,50,USA
2023-07-19,P1003,432.55,43.26,475.81,80,USA
2023-07-19,P1004,477.28,47.73,525.01,81,Germany
2023-07-19,P1005,495.48,49.55,545.03,74,UK
2023-07-19,P1006,214.61,21.46,236.07,87,France
2023-07-19,P1007,344.14,34.41,378.55,68,USA
2023-07-19,P1008,271.64,27.16,298.8,66,USA
2023-07-19,P1009,108.82,10.88,119.7,50,Germany
2023-07-19,P1010,336.89,33.69,370.58,80,UK
2023-07-19,P1011,106.33,10.63,116.96,58,Germany
2023-07-19,P1012,295.33,29.53,324.86,66,Australia
2023-07-19,P1013,370.03,37.0,407.03,84,USA
2023-07-19,P1014,473.49,47.35,520.84,81,Canada
2023-07-19,P1015,190.28,19.03,209.31,67,Japan
2023-07-19,P1016,357.71,35.77,393.48,85,USA
2023-07-19,P1017,419.62,41.96,461.58,92,Japan
2023-07-19,P1018,310.23,31.02,341.25,64,UK
2023-07-19,P1019,485.09,48.51,533.6,90,USA
2023-07-19,P1020,129.13,12.91,142.04,90,UK
2023-07-20,P1001,219.56,21.96,241.52,69,UK
2023-07-20,P1002,353.39,35.34,388.73,97,France
2023-07-20,P1003,422.4,42.24,464.64,85,Germany
2023-07-20,P1004,22.53,2.25,24.78,99,UK
2023-07-20,P1005,251.37,25.14,276.51,71,France
2023-07-20,P1006,335.05,33.51,368.56,84,UK
2023-07-20,P1007,368.24,36.82,405.06,85,Japan
2023-07-20,P1008,444.87,44.49,489.36,52,UK
2023-07-20,P1009,225.06,22.51,247.57,87,USA
2023-07-20,P1010,399.65,39.97,439.62,54,UK
2023-07-20,P1011,236.57,23.66,260.23,62,Canada
2023-07-20,P1012,140.71,14.07,154.78,59,Australia
2023-07-20,P1013,156.87,15.69,172.56,81,Australia
2023-07-20,P1014,250.78,25.08,275.86,77,Japan
2023-07-20,P1015,113.73,11.37,125.1,64,Canada
2023-07-20,P1016,11.29,1.13,12.42,66,France
2023-07-20,P1017,148.76,14.88,163.64,79,USA
2023-07-20,P1018,68.75,6.88,75.63,86,Germany
2023-07-20,P1019,58.44,5.84,64.28,55,Japan
2023-07-20,P1020,448.25,44.83,493.08,66,UK
2023-07-21,P1001,213.94,21.39,235.33,50,France
2023-07-21,P1002,334.65,33.46,368.11,66,USA
2023-07-21,P1003,254.05,25.41,279.46,65,Canada
2023-07-21,P1004,267.52,26.75,294.27,74,Japan
2023-07-21,P1005,38.51,3.85,42.36,83,USA
2023-07-21,P1006,471.92,47.19,519.11,82,Australia
2023-07-21,P1007,239.52,23.95,263.47,56,UK
2023-07-21,P1008,207.05,20.71,227.76,65,UK
2023-07-21,P1009,101.12,10.11,111.23,70,UK
2023-07-21,P1010,185.02,18.5,203.52,78,USA
2023-07-21,P1011,164.12,16.41,180.53,76,France
2023-07-21,P1012,132.13,13.21,145.34,64,Japan
2023-07-21,P1013,492.52,49.25,541.77,83,France
2023-07-21,P1014,304.84,30.48,335.32,62,France
2023-07-21,P1015,195.53,19.55,215.08,78,Canada
2023-07-21,P1016,294.02,29.4,323.42,76,Canada
2023-07-21,P1017,407.62,40.76,448.38,96,USA
2023-07-21,P1018,106.73,10.67,117.4,87,Japan
2023-07-21,P1019,45.75,4.58,50.33,88,Germany
2023-07-21,P1020,247.9,24.79,272.69,73,USA
2023-07-22,P1001,417.41,41.74,459.15,57,France
2023-07-22,P1002,469.89,46.99,516.88,72,UK
2023-07-22,P1003,465.84,46.58,512.42,77,Germany
2023-07-22,P1004,348.94,34.89,383.83,77,Japan
2023-07-22,P1005,78.21,7.82,86.03,55,UK
2023-07-22,P1006,43.23,4.32,47.55,70,Canada
2023-07-22,P1007,12.25,1.23,13.48,50,UK
2023-07-22,P1008,242.53,24.25,266.78,53,Australia
2023-07-22,P1009,469.66,46.97,516.63,97,Australia
2023-07-22,P1010,189.4,18.94,208.34,94,USA
2023-07-22,P1011,395.48,39.55,435.03,86,Australia
2023-07-22,P1012,227.13,22.71,249.84,75,UK
2023-07-22,P1013,308.01,30.8,338.81,58,Australia
2023-07-22,P1014,79.42,7.94,87.36,61,USA
2023-07-22,P1015,287.53,28.75,316.28,65,Japan
2023-07-22,P1016,355.72,35.57,391.29,80,Canada
2023-07-22,P1017,195.12,19.51,214.63,61,France
2023-07-22,P1018,167.89,16.79,184.68,65,USA
2023-07-22,P1019,236.45,23.64,260.09,98,Japan
2023-07-22,P1020,79.57,7.96,87.53,87,USA
2023-07-23,P1001,381.99,38.2,420.19,60,Japan
2023-07-23,P1002,343.21,34.32,377.53,78,France
2023-07-23,P1003,421.12,42.11,463.23,56,USA
2023-07-23,P1004,75.28,7.53,82.81,89,France
2023-07-23,P1005,256.83,25.68,282.51,62,Canada
2023-07-23,P1006,386.49,38.65,425.14,75,Australia
2023-07-23,P1007,486.0,48.6,534.6,87,Japan
2023-07-23,P1008,54.92,5.49,60.41,78,France
2023-07-23,P1009,112.1,11.21,123.31,82,Canada
2023-07-23,P1010,459.33,45.93,505.26,87,USA
2023-07-23,P1011,378.49,37.85,416.34,73,France
2023-07-23,P1012,187.42,18.74,206.16,73,Canada
2023-07-23,P1013,316.57,31.66,348.23,74,Australia
2023-07-23,P1014,241.11,24.11,265.22,91,UK
2023-07-23,P1015,437.42,43.74,481.16,61,USA
2023-07-23,P1016,238.04,23.8,261.84,67,USA
2023-07-23,P1017,418.62,41.86,460.48,60,USA
2023-07-23,P1018,472.44,47.24,519.68,65,UK
2023-07-23,P1019,192.04,19.2,211.24,72,France
2023-07-23,P1020,362.6,36.26,398.86,69,Australia
2023-07-24,P1001,28.34,2.83,31.17,69,Germany
2023-07-24,P1002,367.34,36.73,404.07,56,Japan
2023-07-24,P1003,149.39,14.94,164.33,99,Germany
2023-07-24,P1004,270.63,27.06,297.69,57,Canada
2023-07-24,P1005,417.16,41.72,458.88,80,UK
2023-07-24,P1006,317.41,31.74,349.15,57,Germany
2023-07-24,P1007,106.82,10.68,117.5,72,Australia
2023-07-24,P1008,407.25,40.73,447.98,99,Australia
2023-07-24,P1009,450.73,45.07,495.8,74,France
2023-07-24,P1010,99.23,9.92,109.15,96,Canada
2023-07-24,P1011,323.33,32.33,355.66,59,USA
2023-07-24,P1012,334.21,33.42,367.63,70,USA
2023-07-24,P1013,83.46,8.35,91.81,88,France
2023-07-24,P1014,257.08,25.71,282.79,65,Germany
2023-07-24,P1015,379.87,37.99,417.86,69,UK
2023-07-24,P1016,279.14,27.91,307.05,92,UK
2023-07-24,P1017,167.45,16.75,184.2,78,USA
2023-07-24,P1018,486.78,48.68,535.46,73,Germany
2023-07-24,P1019,278.55,27.86,306.41,50,USA
2023-07-24,P1020,460.37,46.04,506.41,81,Germany
2023-07-25,P1001,395.7,39.57,435.27,95,Germany
2023-07-25,P1002,105.32,10.53,115.85,75,Australia
2023-07-25,P1003,406.44,40.64,447.08,59,Japan
2023-07-25,P1004,208.24,20.82,229.06,84,Germany
2023-07-25,P1005,192.75,19.28,212.03,85,UK
2023-07-25,P1006,157.42,15.74,173.16,71,France
2023-07-25,P1007,408.72,40.87,449.59,73,Australia
2023-07-25,P1008,137.96,13.8,151.76,50,France
2023-07-25,P1009,201.06,20.11,221.17,69,Canada
2023-07-25,P1010,295.68,29.57,325.25,75,France
2023-07-25,P1011,118.11,11.81,129.92,73,UK
2023-07-25,P1012,207.07,20.71,227.78,75,France
2023-07-25,P1013,453.05,45.31,498.36,72,Japan
2023-07-25,P1014,398.84,39.88,438.72,53,UK
2023-07-25,P1015,287.07,28.71,315.78,56,Australia
2023-07-25,P1016,263.61,26.36,289.97,65,Japan
2023-07-25,P1017,241.59,24.16,265.75,65,USA
2023-07-25,P1018,338.76,33.88,372.64,61,Germany
2023-07-25,P1019,458.44,45.84,504.28,99,Germany
2023-07-25,P1020,394.43,39.44,433.87,69,France
2023-07-26,P1001,368.92,36.89,405.81,62,UK
2023-07-26,P1002,116.68,11.67,128.35,95,France
2023-07-26,P1003,70.72,7.07,77.79,75,France
2023-07-26,P1004,221.72,22.17,243.89,81,Japan
2023-07-26,P1005,326.06,32.61,358.67,82,USA
2023-07-26,P1006,36.99,3.7,40.69,97,Japan
2023-07-26,P1007,278.14,27.81,305.95,89,Australia
2023-07-26,P1008,301.81,30.18,331.99,70,USA
2023-07-26,P1009,108.35,10.84,119.19,56,USA
2023-07-26,P1010,58.04,5.8,63.84,92,Japan
2023-07-26,P1011,400.17,40.02,440.19,66,Australia
2023-07-26,P1012,225.91,22.59,248.5,60,France
2023-07-26,P1013,83.13,8.31,91.44,95,Germany
2023-07-26,P1014,412.08,41.21,453.29,77,Germany
2023-07-26,P1015,378.45,37.84,416.29,88,Germany
2023-07-26,P1016,195.48,19.55,215.03,62,France
2023-07-26,P1017,102.49,10.25,112.74,72,USA
2023-07-26,P1018,390.67,39.07,429.74,89,Germany
2023-07-26,P1019,105.1,10.51,115.61,60,Australia
2023-07-26,P1020,51.49,5.15,56.64,87,Canada
2023-07-27,P1001,79.2,7.92,87.12,85,Germany
2023-07-27,P1002,179.32,17.93,197.25,88,Germany
2023-07-27,P1003,470.08,47.01,517.09,81,USA
2023-07-27,P1004,423.43,42.34,465.77,93,Japan
2023-07-27,P1005,444.62,44.46,489.08,80,Canada
2023-07-27,P1006,429.81,42.98,472.79,88,Germany
2023-07-27,P1007,393.85,39.39,433.24,77,Germany
2023-07-27,P1008,33.49,3.35,36.84,95,Japan
2023-07-27,P1009,121.88,12.19,134.07,99,Canada
2023-07-27,P1010,217.8,21.78,239.58,55,Canada
2023-07-27,P1011,172.1,17.21,189.31,64,Germany
2023-07-27,P1012,217.25,21.73,238.98,54,UK
2023-07-27,P1013,73.6,7.36,80.96,93,Australia
2023-07-27,P1014,483.6,48.36,531.96,79,UK
2023-07-27,P1015,289.47,28.95,318.42,84,Canada
2023-07-27,P1016,288.99,28.9,317.89,51,UK
2023-07-27,P1017,284.67,28.47,313.14,86,USA
2023-07-27,P1018,37.29,3.73,41.02,50,Japan
2023-07-27,P1019,281.38,28.14,309.52,80,Australia
2023-07-27,P1020,273.91,27.39,301.3,85,UK
2023-07-28,P1001,210.31,21.03,231.34,80,Japan
2023-07-28,P1002,252.49,25.25,277.74,78,Australia
2023-07-28,P1003,461.05,46.11,507.16,87,USA
2023-07-28,P1004,380.12,38.01,418.13,92,Australia
2023-07-28,P1005,375.05,37.51,412.56,57,Canada
2023-07-28,P1006,15.94,1.59,17.53,91,USA
2023-07-28,P1007,244.0,24.4,268.4,66,UK
2023-07-28,P1008,80.35,8.04,88.39,62,Germany
2023-07-28,P1009,368.97,36.9,405.87,77,Canada
2023-07-28,P1010,146.34,14.63,160.97,80,Australia
2023-07-28,P1011,72.56,7.26,79.82,94,USA
2023-07-28,P1012,339.8,33.98,373.78,74,UK
2023-07-28,P1013,224.14,22.41,246.55,98,Japan
2023-07-28,P1014,211.85,21.19,233.04,68,Japan
2023-07-28,P1015,489.98,49.0,538.98,77,Germany
2023-07-28,P1016,166.77,16.68,183.45,73,UK
2023-07-28,P1017,345.21,34.52,379.73,88,UK
2023-07-28,P1018,16.4,1.64,18.04,94,Canada
2023-07-28,P1019,477.67,47.77,525.44,90,Australia
2023-07-28,P1020,276.57,27.66,304.23,58,Japan
2023-07-29,P1001,229.55,22.96,252.51,59,Germany
2023-07-29,P1002,86.53,8.65,95.18,56,Germany
2023-07-29,P1003,100.41,10.04,110.45,80,Japan
2023-07-29,P1004,56.14,5.61,61.75,56,USA
2023-07-29,P1005,25.49,2.55,28.04,61,USA
2023-07-29,P1006,430.84,43.08,473.92,76,Australia
2023-07-29,P1007,82.31,8.23,90.54,80,Canada
2023-07-29,P1008,441.89,44.19,486.08,79,UK
2023-07-29,P1009,48.76,4.88,53.64,53,UK
2023-07-29,P1010,332.67,33.27,365.94,66,Germany
2023-07-29,P1011,317.38,31.74,349.12,68,USA
2023-07-29,P1012,125.42,12.54,137.96,83,Australia
2023-07-29,P1013,299.61,29.96,329.57,51,USA
2023-07-29,P1014,186.37,18.64,205.01,89,Germany
2023-07-29,P1015,442.64,44.26,486.9,72,Germany
2023-07-29,P1016,348.7,34.87,383.57,55,UK
2023-07-29,P1017,201.75,20.18,221.93,71,France
2023-07-29,P1018,233.97,23.4,257.37,69,Japan
2023-07-29,P1019,65.19,6.52,71.71,96,Australia
2023-07-29,P1020,178.91,17.89,196.8,58,Canada
2023-07-30,P1001,289.13,28.91,318.04,81,USA
2023-07-30,P1002,86.19,8.62,94.81,51,France
2023-07-30,P1003,497.36,49.74,547.1,67,Germany
2023-07-30,P1004,376.85,37.69,414.54,57,Japan
2023-07-30,P1005,198.88,19.89,218.77,51,Japan
2023-07-30,P1006,268.47,26.85,295.32,62,Germany
2023-07-30,P1007,156.27,15.63,171.9,83,Canada
2023-07-30,P1008,440.42,44.04,484.46,72,France
2023-07-30,P1009,225.88,22.59,248.47,51,UK
2023-07-30,P1010,210.33,21.03,231.36,72,UK
2023-07-30,P1011,459.87,45.99,505.86,59,Japan
2023-07-30,P1012,98.05,9.8,107.85,89,Germany
2023-07-30,P1013,120.18,12.02,132.2,59,France
2023-07-30,P1014,14.27,1.43,15.7,50,Germany
2023-07-30,P1015,451.55,45.16,496.71,88,Japan
2023-07-30,P1016,45.54,4.55,50.09,87,Germany
2023-07-30,P1017,160.85,16.09,176.94,80,Canada
2023-07-30,P1018,50.43,5.04,55.47,63,Australia
2023-07-30,P1019,213.29,21.33,234.62,55,Germany
2023-07-30,P1020,22.09,2.21,24.3,91,Canada
2023-07-31,P1001,362.55,36.26,398.81,85,France
2023-07-31,P1002,172.02,17.2,189.22,78,Japan
2023-07-31,P1003,227.13,22.71,249.84,95,UK
2023-07-31,P1004,279.96,28.0,307.96,77,Germany
2023-07-31,P1005,428.05,42.81,470.86,62,Canada
2023-07-31,P1006,458.31,45.83,504.14,67,UK
2023-07-31,P1007,16.28,1.63,17.91,79,France
2023-07-31,P1008,208.46,20.85,229.31,96,UK
2023-07-31,P1009,489.81,48.98,538.79,89,France
2023-07-31,P1010,105.23,10.52,115.75,57,Canada
2023-07-31,P1011,372.31,37.23,409.54,78,UK
2023-07-31,P1012,397.86,39.79,437.65,75,Germany
2023-07-31,P1013,295.86,29.59,325.45,96,Australia
2023-07-31,P1014,400.82,40.08,440.9,92,France
2023-07-31,P1015,244.41,24.44,268.85,55,France
2023-07-31,P1016,234.51,23.45,257.96,80,Japan
2023-07-31,P1017,13.04,1.3,14.34,56,USA
2023-07-31,P1018,351.58,35.16,386.74,92,UK
2023-07-31,P1019,442.63,44.26,486.89,58,France
2023-07-31,P1020,423.09,42.31,465.4,67,Australia
2023-08-01,P1001,250.36,25.04,275.4,88,France
2023-08-01,P1002,269.37,26.94,296.31,55,Australia
2023-08-01,P1003,390.29,39.03,429.32,62,Germany
2023-08-01,P1004,444.6,44.46,489.06,50,USA
2023-08-01,P1005,31.48,3.15,34.63,76,Germany
2023-08-01,P1006,249.37,24.94,274.31,84,Japan
2023-08-01,P1007,419.29,41.93,461.22,64,USA
2023-08-01,P1008,42.3,4.23,46.53,74,France
2023-08-01,P1009,36.24,3.62,39.86,98,UK
2023-08-01,P1010,492.45,49.25,541.7,79,Canada
2023-08-01,P1011,237.24,23.72,260.96,71,Japan
2023-08-01,P1012,293.88,29.39,323.27,99,Canada
2023-08-01,P1013,197.9,19.79,217.69,73,Germany
2023-08-01,P1014,252.31,25.23,277.54,74,UK
2023-08-01,P1015,123.65,12.37,136.02,64,Germany
2023-08-01,P1016,441.84,44.18,486.02,88,Germany
2023-08-01,P1017,443.64,44.36,488.0,86,Japan
2023-08-01,P1018,288.62,28.86,317.48,67,Japan
2023-08-01,P1019,286.6,28.66,315.26,88,Germany
2023-08-01,P1020,242.64,24.26,266.9,60,Australia
2023-08-02,P1001,200.46,20.05,220.51,87,France
2023-08-02,P1002,161.73,16.17,177.9,70,Australia
2023-08-02,P1003,210.55,21.06,231.61,60,Japan
2023-08-02,P1004,272.73,27.27,300.0,53,France
2023-08-02,P1005,166.79,16.68,183.47,82,Japan
2023-08-02,P1006,326.76,32.68,359.44,74,Japan
2023-08-02,P1007,483.03,48.3,531.33,54,UK
2023-08-02,P1008,232.44,23.24,255.68,66,France
2023-08-02,P1009,477.89,47.79,525.68,70,Canada
2023-08-02,P1010,229.85,22.98,252.83,68,Japan
2023-08-02,P1011,303.73,30.37,334.1,77,Canada
2023-08-02,P1012,348.77,34.88,383.65,85,Germany
2023-08-02,P1013,92.42,9.24,101.66,50,Japan
2023-08-02,P1014,65.04,6.5,71.54,58,Germany
2023-08-02,P1015,30.53,3.05,33.58,50,Canada
2023-08-02,P1016,446.94,44.69,491.63,94,Germany
2023-08-02,P1017,126.07,12.61,138.68,60,Canada
2023-08-02,P1018,465.96,46.6,512.56,94,Germany
2023-08-02,P1019,224.35,22.44,246.79,94,Germany
2023-08-02,P1020,32.42,3.24,35.66,63,Japan
2023-08-03,P1001,26.33,2.63,28.96,95,Germany
2023-08-03,P1002,216.16,21.62,237.78,69,Germany
2023-08-03,P1003,25.53,2.55,28.08,86,France
2023-08-03,P1004,38.39,3.84,42.23,80,USA
2023-08-03,P1005,181.35,18.14,199.49,79,Germany
2023-08-03,P1006,118.36,11.84,130.2,83,Germany
2023-08-03,P1007,160.97,16.1,177.07,55,Canada
2023-08-03,P1008,436.91,43.69,480.6,93,Germany
2023-08-03,P1009,15.66,1.57,17.23,64,USA
2023-08-03,P1010,267.72,26.77,294.49,94,Japan
2023-08-03,P1011,119.78,11.98,131.76,97,Japan
2023-08-03,P1012,351.88,35.19,387.07,62,Canada
2023-08-03,P1013,424.72,42.47,467.19,99,UK
2023-08-03,P1014,495.77,49.58,545.35,66,Japan
2023-08-03,P1015,198.96,19.9,218.86,75,USA
2023-08-03,P1016,385.02,38.5,423.52,96,USA
2023-08-03,P1017,495.61,49.56,545.17,90,France
2023-08-03,P1018,105.36,10.54,115.9,62,France
2023-08-03,P1019,138.44,13.84,152.28,60,Germany
2023-08-03,P1020,279.72,27.97,307.69,54,France
2023-08-04,P1001,67.94,6.79,74.73,70,France
2023-08-04,P1002,396.35,39.64,435.99,90,Germany
2023-08-04,P1003,478.17,47.82,525.99,52,Australia
2023-08-04,P1004,471.59,47.16,518.75,50,Canada
2023-08-04,P1005,249.22,24.92,274.14,52,USA
2023-08-04,P1006,106.12,10.61,116.73,92,France
2023-08-04,P1007,277.13,27.71,304.84,55,France
2023-08-04,P1008,415.95,41.59,457.54,79,France
2023-08-04,P1009,30.02,3.0,33.02,73,Australia
2023-08-04,P1010,303.42,30.34,333.76,93,USA
2023-08-04,P1011,161.0,16.1,177.1,90,Canada
2023-08-04,P1012,464.03,46.4,510.43,98,Japan
2023-08-04,P1013,434.99,43.5,478.49,54,Germany
2023-08-04,P1014,462.98,46.3,509.28,54,Japan
2023-08-04,P1015,227.06,22.71,249.77,74,USA
2023-08-04,P1016,24.8,2.48,27.28,98,USA
2023-08-04,P1017,335.21,33.52,368.73,95,Japan
2023-08-04,P1018,159.28,15.93,175.21,88,USA
2023-08-04,P1019,23.49,2.35,25.84,79,UK
2023-08-04,P1020,407.77,40.78,448.55,53,UK
2023-08-05,P1001,472.97,47.3,520.27,64,Japan
2023-08-05,P1002,307.01,30.7,337.71,87,Australia
2023-08-05,P1003,495.41,49.54,544.95,74,USA
2023-08-05,P1004,230.61,23.06,253.67,50,Germany
2023-08-05,P1005,30.88,3.09,33.97,77,Germany
2023-08-05,P1006,453.94,45.39,499.33,74,Canada
2023-08-05,P1007,457.24,45.72,502.96,88,France
2023-08-05,P1008,151.31,15.13,166.44,99,Australia
2023-08-05,P1009,191.22,19.12,210.34,80,Australia
2023-08-05,P1010,340.29,34.03,374.32,50,UK
2023-08-05,P1011,309.82,30.98,340.8,92,UK
2023-08-05,P1012,277.2,27.72,304.92,93,Japan
2023-08-05,P1013,397.2,39.72,436.92,88,Japan
2023-08-05,P1014,63.48,6.35,69.83,87,France
2023-08-05,P1015,156.15,15.62,171.77,99,USA
2023-08-05,P1016,221.84,22.18,244.02,87,Canada
2023-08-05,P1017,333.86,33.39,367.25,93,UK
2023-08-05,P1018,309.03,30.9,339.93,50,France
2023-08-05,P1019,65.31,6.53,71.84,91,Canada
2023-08-05,P1020,158.02,15.8,173.82,68,Australia
2023-08-06,P1001,363.39,36.34,399.73,55,Germany
2023-08-06,P1002,295.18,29.52,324.7,71,France
2023-08-06,P1003,410.28,41.03,451.31,90,Japan
2023-08-06,P1004,491.38,49.14,540.52,68,UK
2023-08-06,P1005,277.26,27.73,304.99,64,UK
2023-08-06,P1006,70.66,7.07,77.73,91,Canada
2023-08-06,P1007,293.06,29.31,322.37,50,France
2023-08-06,P1008,277.21,27.72,304.93,51,Japan
2023-08-06,P1009,288.63,28.86,317.49,90,Germany
2023-08-06,P1010,344.49,34.45,378.94,77,Japan
2023-08-06,P1011,102.68,10.27,112.95,76,France
2023-08-06,P1012,146.68,14.67,161.35,73,Canada
2023-08-06,P1013,151.0,15.1,166.1,94,Japan
2023-08-06,P1014,43.31,4.33,47.64,96,UK
2023-08-06,P1015,203.15,20.32,223.47,88,UK
2023-08-06,P1016,125.16,12.52,137.68,73,UK
2023-08-06,P1017,156.38,15.64,172.02,94,France
2023-08-06,P1018,94.54,9.45,103.99,83,UK
2023-08-06,P1019,357.95,35.8,393.75,72,Australia
2023-08-06,P1020,223.01,22.3,245.31,90,USA
2023-08-07,P1001,320.28,32.03,352.31,76,Japan
2023-08-07,P1002,48.66,4.87,53.53,67,France
2023-08-07,P1003,46.07,4.61,50.68,91,Australia
2023-08-07,P1004,473.42,47.34,520.76,59,Australia
2023-08-07,P1005,196.83,19.68,216.51,80,Canada
2023-08-07,P1006,424.52,42.45,466.97,98,UK
2023-08-07,P1007,489.01,48.9,537.91,79,France
2023-08-07,P1008,36.69,3.67,40.36,51,UK
2023-08-07,P1009,109.37,10.94,120.31,58,Canada
2023-08-07,P1010,371.73,37.17,408.9,78,Australia
2023-08-07,P1011,97.67,9.77,107.44,50,Germany
2023-08-07,P1012,312.97,31.3,344.27,50,Japan
2023-08-07,P1013,133.66,13.37,147.03,77,Australia
2023-08-07,P1014,403.2,40.32,443.52,87,USA
2023-08-07,P1015,49.3,4.93,54.23,91,Japan
2023-08-07,P1016,227.93,22.79,250.72,66,Germany
2023-08-07,P1017,281.45,28.14,309.59,98,Germany
2023-08-07,P1018,92.77,9.28,102.05,53,France
2023-08-07,P1019,158.37,15.84,174.21,95,Canada
2023-08-07,P1020,24.91,2.49,27.4,73,Australia
2023-08-08,P1001,242.21,24.22,266.43,83,Canada
2023-08-08,P1002,140.54,14.05,154.59,83,USA
2023-08-08,P1003,56.63,5.66,62.29,77,Australia
2023-08-08,P1004,22.93,2.29,25.22,99,Canada
2023-08-08,P1005,99.51,9.95,109.46,99,Canada
2023-08-08,P1006,411.87,41.19,453.06,61,UK
2023-08-08,P1007,221.58,22.16,243.74,60,Germany
2023-08-08,P1008,191.44,19.14,210.58,50,Germany
2023-08-08,P1009,269.64,26.96,296.6,89,UK
2023-08-08,P1010,442.12,44.21,486.33,98,France
2023-08-08,P1011,392.25,39.23,431.48,81,USA
2023-08-08,P1012,143.79,14.38,158.17,60,Canada
2023-08-08,P1013,387.75,38.78,426.53,96,UK
2023-08-08,P1014,250.78,25.08,275.86,62,Australia
2023-08-08,P1015,11.13,1.11,12.24,76,Japan
2023-08-08,P1016,346.02,34.6,380.62,52,Canada
2023-08-08,P1017,235.64,23.56,259.2,60,Germany
2023-08-08,P1018,385.44,38.54,423.98,58,Japan
2023-08-08,P1019,405.82,40.58,446.4,69,Germany
2023-08-08,P1020,350.03,35.0,385.03,97,France
2023-08-09,P1001,211.33,21.13,232.46,88,UK
2023-08-09,P1002,181.48,18.15,199.63,75,Germany
2023-08-09,P1003,75.97,7.6,83.57,88,Germany
2023-08-09,P1004,182.96,18.3,201.26,91,USA
2023-08-09,P1005,98.8,9.88,108.68,61,Germany
2023-08-09,P1006,351.63,35.16,386.79,59,Japan
2023-08-09,P1007,79.69,7.97,87.66,83,USA
2023-08-09,P1008,45.54,4.55,50.09,55,USA
2023-08-09,P1009,250.34,25.03,275.37,79,UK
2023-08-09,P1010,24.53,2.45,26.98,84,UK
2023-08-09,P1011,282.12,28.21,310.33,71,France
2023-08-09,P1012,408.26,40.83,449.09,60,USA
2023-08-09,P1013,435.96,43.6,479.56,69,UK
2023-08-09,P1014,346.25,34.62,380.87,94,USA
2023-08-09,P1015,490.29,49.03,539.32,63,Japan
2023-08-09,P1016,124.51,12.45,136.96,94,Canada
2023-08-09,P1017,59.78,5.98,65.76,51,Japan
2023-08-09,P1018,28.62,2.86,31.48,81,Japan
2023-08-09,P1019,387.65,38.77,426.42,50,USA
2023-08-09,P1020,283.82,28.38,312.2,61,France
2023-08-10,P1001,144.11,14.41,158.52,55,Germany
2023-08-10,P1002,188.79,18.88,207.67,69,Japan
2023-08-10,P1003,199.91,19.99,219.9,66,Canada
2023-08-10,P1004,203.18,20.32,223.5,91,Canada
2023-08-10,P1005,282.88,28.29,311.17,60,UK
2023-08-10,P1006,23.91,2.39,26.3,86,France
2023-08-10,P1007,374.35,37.44,411.79,68,USA
2023-08-10,P1008,84.04,8.4,92.44,84,France
2023-08-10,P1009,322.51,32.25,354.76,60,Canada
2023-08-10,P1010,184.92,18.49,203.41,71,Germany
